Ticker,Company Name,Field,Info,Address,Website
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,"Bán buôn các mặt hàng điện, điện tử","Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí (PSD), tiền thân là Chi nhánh Xí nghiệp Viễn thông Dầu khí, được thành lập vào năm 2011. Năm 2011, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần với số vốn điều lệ ban đầu là 120 tỷ đồng. Ngành nghề kinh doanh chính của công ty là phân phối điện thoại di động, máy tính, phụ kiện và đồ chơi thông minh. Hiện nay công ty đã đưa sản phẩm đến khắp các tỉnh thành trong cả nước. Là đơn vị thành viên của Tổng Công ty Cổ phần dịch vụ Tổng hợp Dầu khí, do đó PSD luôn nhận được sự hỗ trợ về vốn, chiến lược kinh doanh, bạn hàng từ phía Tổng Công ty. Ngày 28/06/2013, PSD chính thức giao dịch trên sàn giao dịch chứng khoán Hà Nội (HNX).",P. 207 Tòa nhà PetroVietnam - 01–05 Lê Duẩn - P. Bến Nghé - Q.1 - Tp.HCM,http://www.psd.com.vn
PSI,CTCP Chứng khoán Dầu khí,Tài chính và bảo hiểm,"Công ty Cổ phần Chứng khoán Dầu khí được thành lập năm 2006 với số vốn điều lệ ban đầu là 150 tỷ đồng. Công ty hoạt động chính trong lĩnh vực môi giới chứng khoán, tự doanh chứng khoán, tư vấn đầu tư, tư vấn tài chính, lưu ký chứng khoán và bảo lãnh phát hành chứng khoán. PSI được giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) từ tháng 07/2010.",Tầng 2 TN HanoiTourist - 18 Lý Thường Kiệt - Q.Hoàn Kiếm - Tp.Hà Nội,https://www.psi.vn/
PV2,CTCP Đầu tư PV2,Xây dựng và Bất động sản,"CTCP Đầu tư PV2, thành viên của Tập đoàn Dầu khí Quốc gia Việt Nam, hoạt động trong lĩnh vực đầu tư bất động sản, đầu tư tài chính và kinh doanh dịch vụ. Trong đó, bất động sản là ngành thế mạnh, được công ty chú trọng với một số dự án tiêu biểu như: Dự án Nhà ở xã hội tại Nhơn Trạch - Đồng Nai, Dự án nhà ở Cán bộ công nhân viên Nhà máy lọc dầu Dung Quất, Dự án Tòa nhà chức năng hỗn hợp tại khu đô thị Nam Trung Yên...",Số 1 Phạm Văn Bạch - P. Yên Hòa - Q. Cầu Giấy - Tp. Hà Nội,http://www.pv2.com.vn
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Khai khoáng,"Tổng Công ty Hóa chất và Dịch vụ Dầu khí được thành lập ngày 8/3/1990 của Tổng cục Dầu khí (nay là Tập đoàn Dầu khí Quốc Gia Việt Nam). Ngày 15/11/2007, cổ phiếu của Công ty chính thức được giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX) với mã chứng khoán là PVC. Tổng Công ty Hóa chất và Dịch vụ Dầu khí là đơn vị cung ứng hóa chất và dịch vụ khoan độc quyền cho các doanh nghiệp dầu khí ở Việt Nam; đồng thời dẫn đầu trong hoạt động cung cấp dịch vụ hóa kỹ thuật cho các doanh nghiệp trong và ngoài ngành dầu khí. Thị trường hoạt động chính của PVC trong nước là Hà Nội, Hải Phòng, Quảng Ngãi, TP. Hồ Chí Minh và Bà Rịa - Vũng Tàu. Thị trường xuất khẩu của công ty tập trung ở khu vực châu Á - Thái Bình Dương, Trung Đông và Trung Mỹ.",Tầng 6 Tòa nhà Viện Dầu khí Việt Nam Số 167 phố Trung Kính - P. Yên Hòa - Q. Cầu Giấy - Tp. Hà Nội,http://pvchem.com.vn
PVG,CTCP Kinh doanh LPG Việt Nam,Phân phối khí đốt thiên nhiên,"CTCP Kinh doanh LPG Việt Nam là một thành viên của Tập đoàn Dầu khí Việt Nam, có hoạt động sản xuất kinh doanh trải dài từ Đà Nẵng trở ra các tỉnh phía Bắc với 12 chi nhánh và 1 chi nhánh ở TP. Hồ Chí Minh. Công ty sử dụng hệ thống tổng kho với sức chứa lớn, gồm: Tổng kho khí hóa lỏng Hải Phòng (1,108 tấn), Tổng kho khí hóa lỏng miền Bắc (3,000 tấn), Tổng kho khí hóa lỏng Bắc Trung Bộ tại Vũng Áng (Hà Tĩnh) và Tổng kho sản phẩm dầu khí Đà Nẵng.",Tầng 11 - Tòa nhà Viện Dầu Khí - Số 167 Trung Kính - P. Yên Hòa - Q. Cầu Giấy - Tp. Hà Nội,http://www.pvgaslpg.vn
PVI,CTCP PVI,Tài chính và bảo hiểm,"Thành lập năm 1996, đến năm 2006, PVI là một trong những doanh nghiệp đầu tiên tại Việt Nam thực hiện cổ phần hóa trở thành Tổng công ty Cổ phần Bảo hiểm Dầu khí Việt Nam và niêm yết trên sàn chứng khoán năm 2007 với mã chứng khoán PVI. Tháng 8/2011, PVI đã tiếp tục thực hiện tái cấu trúc theo mô hình công ty mẹ - công ty con. Sản phẩm dịch vụ chính của PVI bao gồm Kinh doanh bảo hiểm phi nhân thọ: bảo hiểm năng lượng, bảo hiểm hàng hải, bảo hiểm kỹ thuật, bảo hiểm tài sản, bảo hiểm trách nhiệm, bảo hiểm hàng không, bảo hiểm con người, bảo hiểm xe cơ giới, bảo hiểm y tế tự nguyện; Kinh doanh tái bảo hiểm; Kinh doanh bảo hiểm nhân thọ; Hoạt động đầu tư tài chính; Đầu tư kinh doanh bất động sản.",Tòa nhà PVI - Lô VP2 phố Phạm Văn Bạch - P. Yên Hòa - Q. Cầu Giấy - Tp. Hà Nội,http://www.pvi.com.vn
PVL,CTCP Đầu tư Nhà Đất Việt,Xây dựng và Bất động sản,"Công ty Cổ phần Đầu tư Nhà Đất Việt (PVL), tiền thân là Công ty Cổ phần Bất động sản Điện lực Dầu khí Việt Nam được thành lập năm 2007. Công ty hoạt động trong lĩnh vực kinh doanh bất động sản. Công ty là thành viên của Tổng Công ty Điện lực Dầu khí Việt Nam. Ngoài ra, công ty còn nhận được sự hỗ trợ từ phía các cổ đông sáng lập là Tổng Công ty Phong Phú, Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà. Ngày 15/04/2010, PVL chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",Tầng 3 - Tòa nhà CEO - Phạm Hùng - X.Mễ Trì - H.Nam Từ Liêm - Tp.Hà Nội,http://www.vpr.vn
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Khai khoáng,"Tổng công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam (PTSC) được thành lập từ tháng 2/1993. Lĩnh vực hoạt động chính của PTSC là cung cấp các dịch vụ kỹ thuật cho dầu khí, công nghiệp. Trong đó, có nhiều loại hình dịch vụ chiến lược, mang tính chất mũi nhọn, đã phát triển và được chuyên nghiệp hóa đạt trình độ quốc tế như: EPCI công trình biển; EPC công trình công nghiệp; Kho nổi xử lý và xuất dầu thô FSO/FPSO; Tàu dịch vụ; Khảo sát địa chấn, địa chất và công trình ngầm; Lắp đặt, vận hành và bảo dưỡng công trình biển; Cảng dịch vụ và Dịch vụ cung cấp nhân lực kỹ thuật, bảo vệ và vật tư thiết bị dầu khí, dịch vụ khách sạn, văn phòng …",Lầu 5 - PetroVietnamTower - Số 1-5 Lê Duẩn - P.Bến Nghé - Q.1 - Tp.HCM,http://www.ptsc.com.vn
S99,CTCP SCI,Xây dựng và Bất động sản,"Năm 1998, Công ty Cổ phần Sông Đà 9.09 tiền thân là Xí nghiệp Sông Đà 903 trực thuộc Công ty Sông Đà 9, được thành lập. Năm 2006, cổ phiếu công ty chính thức được niêm yết trên HNX. Các lĩnh vực kinh doanh chính của công ty bao gồm Xây dựng các công trình dân dụng, công nghiệp, giao thông, thủy lợi, thủy điện, hạ tầng kỹ thuật, đường dây và trạm biến thế điện; Sản xuất, kinh doanh vật liệu xây dựng bao gồm gạch, ngói, đất, cát sỏi, xi măng dùng trong xây dựng; Các hoạt động khác theo giấy phép kinh doanh. Công ty đã đảm nhận thi công nhiều công trình công nghiệp và dân dụng trên khắp cả nước như xây dựng nhà máy thủy điện Lai Châu, Sơn La, Tuyên Quang, Sê San 3, công trình đường Hồ Chí Minh, Quốc lộ 1A.",Tầng 3 tháp C - TN Golden Palace - Mễ trì - Q.Nam Từ Liêm - TP.Hà Nội,http://www.sci.pro.vn
SCG,CTCP Xây dựng SCG,Xây dựng và Bất động sản,"Công ty Cổ phần Xây dựng SCG (SCG) được thành lập vào năm 2019. Công ty hoạt động chính trong lĩnh vực thi công xây lắp các công trình xây dựng dân dụng và công nghiệp, các công trình hạ tầng. SCG trở thành công ty đại chúng từ tháng 10/2020. SCG đã thực hiện thi công các dự án tiêu biểu như: Dự án Sunshine City Sài Gòn, Dự án Sunshine Golden River, Dự án Sunshine Diamond River, Dự án Sunshine Crystal River, Dự án Sunshine Horizon và Dự án Sunshine Empire. SCG chính thức được giao dịch tại Sở Giao dịch Chứng khoán Hà Nội (HNX) từ ngày 25/10/2021.",Tầng 8 - Toà nhà Sunshine Center - Số 16 - Đường Phạm Hùng - P. Mỹ Đình 2 - Q. Nam Từ Liêm - Tp. Hà Nội,https://scgr.vn/
SCI,CTCP SCI E&C,Xây dựng và Bất động sản,"Năm 2010, Công ty TNHH Một thành viên Cơ khí và Sửa chữa Sông Đà 9 được thành lập. Năm 2014, cổ phiếu của Công ty được giao dịch trên sàn UPCoM. Công ty hoạt động chính trong các lĩnh vực như Xây lắp thi công cơ giới các công trình thủy điện và thủy lợi, giao thông và hạ tầng kỹ thuật; Xây dựng các công trình công nghiệp: Nhà máy lọc dầu, xưởng hóa chất, xây dựng các công trình nhà cửa, đường thủy, bến cảng và các công trình trên sông..., Xây dựng công trình đường sắt và đường bộ; Phá dỡ, chuẩn bị mặt bằng. Các dự án công ty đã thực hiện như Dự án phát triển giao thông vận tải khu vực đồng bằng Bắc Bộ, Dự án nâng cấp mở rộng Quốc lộ 1A - đoạn Phú Yên; Dự án nhà máy thủy điện Lai Châu, Dự án nhà máy thủy điện Trung Sơn; Dự án nhiệt điện Vũng Áng, Dự án thủy điện Hủa Na, Nhà máy nhiệt điện Long Phú; Dự án khai thác mỏ Núi Pháo.",Tầng 3 tháp C - Tòa nhà Golden Palace - Đường Mễ Trì - P. Mễ Trì - Q. Nam Từ Liêm - TP. Hà Nội,http://sci-enc.com
SD5,CTCP Sông Đà 5,Xây dựng và Bất động sản,"Công ty Cổ phần Sông Đà 5 (SD5), tiền thân là Công ty Xây dựng Thuỷ điện Vĩnh Sơn được thành lập năm 1990. Năm 2004, Công ty chuyển đổi mô hình kinh doanh hoạt động là Công ty Cổ phần với số vốn điều lệ ban đầu là 22 tỷ đồng. Vốn điều lệ hiện nay của Công ty là 259 tỷ đồng. Hoạt động chính của công ty là xây dựng các công trình thủy điện, nhiệt điện và giao thông. Công ty là doanh nghiệp dẫn đầu trong lĩnh vực xây lắp và thi công các dự án thủy điện lớn, chiếm ưu thế vượt trội về năng lực và thương hiệu so với các công ty khác cùng ngành. Công ty được tham gia nhiều công trình lớn trọng điểm do Tổng Công ty Sông Đà làm tổng thầu. SD5 đã tham gia xây dựng nhiều công trình thủy điện lớn như thủy điện Sơn La, thủy điện Tuyên Quang, Hủa Na, Lai Châu; Dự án thủy điện Bắc Mê (45MW); Dự án Thủy điện Bảo Lâm 3 (46MW)... Ngày 13/12/2006, SD5 chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",Tầng 5 Tháp B - Tòa nhà HH4 Sông Đà Mỹ Đình - H.Từ Liêm - Tp.Hà Nội,http://www.songda5.com.vn
SD6,CTCP Sông Đà 6,Xây dựng và Bất động sản,"Công ty Cổ phần Sông Đà 6 là đơn vị thành viên của Tổng công ty Sông Đà - Bộ Xây dựng, tiền thân là Công ty Xây dựng Thuỷ công được thành lập ngày 12/4/1983. Ngành nghề kinh doanh: khai thác đá, cát, sỏi, đất sét; sản xuất điện; xuất nhập khẩu vật tư, nguyên liệu, thiết bị cơ khí; sản xuất kinh doanh vật tư, vật liệu xây dựng, cấu kiện bê tông; xây dựng công trình thủy điện, dân dụng, công nghiệp, giao thông thủy lợi...",Tầng 1 và tầng 2 - Tòa nhà TM - Khu đô thị Văn Khê - P. La Khê - Q. Hà Đông - Tp. Hà Nội,http://www.songda6.com.vn
SD9,CTCP Sông Đà 9,Xây dựng và Bất động sản,"Công ty cổ phần Sông Đà 9 được thành lập ngày 20/7/1960, tiền thân là Liên trạm cơ giới tại công trình thủy điện Thác Bà. Năm 2006, cổ phiếu công ty giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Ngành nghề kinh doanh chính bao gồm Tổng thầu xây dựng, tổng thầu EPC các công trình hạ tầng kỹ thuật (thủy điện, thủy lợi, giao thông, mỏ...) bằng cơ giới tên toàn lãnh thổ Việt Nam. Thương hiệu Sông Đà 9 đã được khẳng định ở trong nước và khu vực bằng chất lượng, tiến độ qua nhiều công trình lớn mang tầm vóc thế kỷ: nhà máy thủy điện Thác Bà, Hòa Bình, Yaly, Vĩnh Sơn, Sông Hinh, Tuyên Quang, Sơn La, Xêlabăm, Xêkaman3; đường dây 500KV Bắc - Nam; đường Hồ Chí Minh, đường quốc lộ 1A (đoạn Thường Tín - Cầu Giẽ, Hà Nội - Lạng Sơn) và nay là các công trình: Thủy điện Lai Châu; Thủy điện Huội Quảng, thủy điện Hủa Na; Đường cao tốc Nội Bài - Lào Cai, Xây dựng hạ tầng mỏ đa kim Núi Pháo - Thái Nguyên.",Tòa nhà Sông Đà 9 - Đường Phạm Hùng - P.Mỹ Đình 2 - Q. Nam Từ Liêm - Tp.Hà Nội,http://www.songda9.com
SDA,CTCP Simco Sông Đà,Dịch vụ hành chính và hỗ trợ,"Công ty cổ phần SIMCO Sông Đà tiền thân là Trung tâm Hợp tác lao động nước ngoài Sông Đà được thành lập vào ngày 01/11/1997 trực thuộc Tổng công ty Sông Đà. Sau gần 20 năm xây dựng và phát triển, SIMCO Sông Đà khẳng định được thương hiệu và vị thế của mình với các đối tác trong và ngoài nước trên các lĩnh vực: Đào tạo và xuất khẩu lao động, Đầu tư và Thi công xây lắp các công trình dân dụng, công nghiệp, Khai thác và chế biến khoáng sản.",Tòa nhà SIMCO Sông Đà - KĐT Vạn Phúc - Q.Hà Đông - Tp.Hà Nội,http://www.simco.vn
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,Tài chính và bảo hiểm,"CTCP Chứng khoán Sài Gòn - Hà Nội (SHS) được chính thức thành lập ngày 15/11/2007 với số vốn điều lệ ban đầu là 350 tỷ đồng. Năm 2008, Công ty trở thành thành viên chính thức của Sở giao dịch chứng khoán Thành phố Hồ Chí Minh (HOSE) và Trung tâm giao dịch Chứng khoán Hà Nội. Năm 2009, cổ phiếu của công ty chính thức được niêm yết trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Các lĩnh vực hoạt động của công ty: môi giới chứng khoán, lưu ký và quản lý chứng khoán, đầu tư chứng khoán, phân tích và tư vấn đầu tư, bảo lãnh phát hành, tư vấn tài chính, dịch vụ tài chính. SHS có địa bàn hoạt động trên toàn bộ lãnh thổ Việt Nam.",Tầng 1-5 Tòa nhà Unimex Hà Nội số 41 Ngô Quyền - P. Hàng Bài - Q. Hoàn Kiếm - Tp. Hà Nội,http://www.shs.com.vn
SPI,CTCP Spiral Galaxy,Khai khoáng,"Công ty cổ phần Đá Spilít được thành lập vào ngày 13/04/2009. Công ty hoạt động trong lĩnh vực khai thác quặng kim loại màu, khai thác các loại khoáng sản, dịch vụ khoan nổ mìn, khai thác đá, sản xuất đá xẻ và hoàn thiện đá xẻ.",Phòng 8A - Lầu 9 - Tòa nhà Vincom Center - 72 Lê Thánh Tôn - P. Bến Nghé - Q.1 - Tp. HCM,http://spigroup.vn
SRA,CTCP Sara Việt Nam,"Bán buôn máy móc, thiết bị và vật tư","Công ty Cổ phần SARA Việt Nam tiền thân là Trung tâm Đào tạo và phát triển Công nghệ thông tin SARACENTER được thành lập vào ngày 12/04/2004. Lĩnh vực kinh doanh chính của Công ty là buôn bán điện tử, tin học, thiết bị vật tư, phương tiện vận tải và hàng may mặc; sản xuất, buôn bán vật liệu xây dựng và hàng trang trí nội thất, sản xuất phần mềm vi tính, các hoạt động khác theo giấy phép kinh doanh. Ngày 18/01/2008, cổ phiếu của Công ty được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Hà Nội. Công ty có đối tác triển vọng trong đó có những khách hàng lớn tại Nhật Bản, Hàn Quốc, Ấn Độ như IR TSC, quỹ đầu tư Lotus ở Nhật Bản, tập đoàn CPR - Nhật Bản, tập đoàn T.D.I - Nhật.",Biệt thự 35 BT5 KĐT Pháp Vân Tứ Hiệp - P. Hoàng Liệt - Q. Hoàng Mai - Tp. Hà Nội,http://sara.com.vn/
SVN,CTCP Tập đoàn Vexilla Việt Nam,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn","CTCP Tập đoàn Vexilla Việt Nam là đơn vị đã tham gia các công trình như: Nhà máy xi măng Bỉm Sơn, Nhà máy xi măng La Hiên, nhà máy xi măng Quán Triều, nhà máy thủy điện Nậm khóa. Bên cạnh đó, công ty rất chú trọng về đầu tư công nghệ và mở rộng quy mô của các lĩnh vực khai thác, sản xuất vật liệu xây dựng, dây chuyền trạm nghiền sàng và công tác khai thác đá tại các mỏ đá.- Công ty đã đầu tư hợp tác vào 2 dự án khai thác, chế biến đá công suất 250 tấn/h ở Mỏ đá Vương Lộc, Can Lộc, Hà Tĩnh phục vụ nhu cầu đá đang rất cao ở các trọng điểm quốc gia thuộc Hà Tĩnh và hợp tác đầu tư với CTCP Xây dựng và khai thác khoáng sản Trường Sơn để đầu tư khai thác, chế biến đá xây dựng ở mỏ đá Khe Sẵn, xã Xuân Lĩnh, huyện Nghi Xuân, Hà Tĩnh.",F03 - Tòa nhà The Manor 2 - Số 91 Nguyễn Hữu Cảnh - P.22 - Q. Bình Thạnh - Tp. HCM,http://solavina.vn/
TA9,CTCP Xây lắp Thành An 96,Xây dựng và Bất động sản,"Công ty CPXL Thành An 96 tiền thân là Xí nghiệp 96 trực thuộc Tổng công ty Thành An (Binh đoàn 11), đóng quân trên địa bàn quận Hải Châu, thành phố Đà Nẵng. Công ty hoạt động với phương châm nâng cao chất lượng công trình là yếu tố hàng đầu để tồn tại và phát triển. Các công trình thi công đều đảm bảo chất lượng, tiến độ, an toàn và được chủ đầu tư đánh giá cao là yếu tố thành công của Thành An 96",Số 2 Nguyễn Văn Trỗi – P.Hoà Thuận Đông – Q.Hải Châu – Tp.Đà Nẵng,http://thanhan96.vn
TAR,CTCP Nông nghiệp Công nghệ cao Trung An,Sản xuất thực phẩm,"Tiền thân là Công ty TNHH Trung An được thành lập ngày 16/08/1996. Sau 25 năm hình thành và phát triển, công ty CP Nông Nghiệp Công Nghệ Cao Trung An, đã có những thành tựu nhất định: mở rộng vùng nguyên liệu rộng lớn sang các tinh Đồng bằng Sông Cửu Long bằng hình thức liên kết sản xuất Công ty cung ứng giống, phân bón, thuốc bảo vệ thực vật; kết hơp với các nhà khoa học để hỗ trợ kỹ thuật canh tác hiện đại giúp nhà nông tiết kiệm chi phí sản xuất hạ giá thành, tăng lợi nhuận đồng thời tạo ra các sản phẩm xanh, sạch phù hợp với nhu cầu tiêu dùng. TAR hiện quản lý vận hành 06 nhà máy chế biến gạo trên tổng diện tích 122,760 m2 với công suất chế biến đạt 1,000 tấn gạo/ngày, cung cấp khoảng 360,000 tấn gạo/năm. Bên cạnh đó, Công ty sở hữu 6 nhà kho với sức chứa 90,000 tấn gạo trên diện tích 60,000 m2.",649A Quốc lộ 91 - Kv. Qui Thạnh 1 - P. Trung Kiên - Q. Thốt Nốt - Tp. Cần Thơ,https://www.trunganrice.com/
TC6,CTCP Than Cọc Sáu - Vinacomin,Khai khoáng,"Công ty Cổ phần Than Cọc Sáu – Vinacomin (TC6) tiền thân là Công trường than của chủ mỏ thực dân Pháp để lại từ năm 1907 đến năm 1955. Sản phẩm chủ yếu của Công ty là than, than được sản xuất theo từng chủng loại khác nhau như: than cám, than cục xô dựa trên nhu cầu than của khách hàng. Hiện nay, Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam giao tài nguyên, trữ lượng, ranh giới mỏ mà Tập đoàn là đại diện chủ sở hữu cho Công ty quản lý để khai thác và giao nộp sản phẩm cho Tập đoàn thông qua hợp đồng giao nhận thầu khai thác. Ngày 26/06/2008, TC6 chính thức giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX).",P. Cẩm Phú - TX. Cẩm Phả - T. Quảng Ninh,http://www.cocsau.com
TDT,CTCP Đầu tư và Phát triển TDT,Sản xuất các sản phẩm may mặc,"Ngày 22/03/2011, Công ty Cổ phần Đầu tư và Phát triển TDT được thành lập với vốn điều lệ ban đầu là 8 tỷ đồng. Năm 2016, nhà máy TDT Thịnh Đức được đưa vào hoạt động. Năm 2018, cổ phiếu của công ty giao dịch trên Sở Giao dịch Chứng khoán Hà Nội (HNX). Lĩnh vực hoạt động kinh doanh chính của doanh nghiệp là sản xuất, gia công và xuất khẩu hàng may mặc. Công ty còn nhận gia công trong nước cho một số đối tác như: Tổng Công ty Đức Giang, Công ty Cổ phần Đầu tư Mặt trời Việt, Công ty Cổ phần May Athena.",Xóm Thuần Pháp - X. Điềm Thụy - H. Phú Bình - T. Thái Nguyên,http://tdtgroup.vn
THD,CTCP Thaiholdings,Xây dựng và Bất động sản,"Công ty Cổ phần Thaiholdings được thành lập từ năm 2011, tiền thân là Công ty Cổ phần Đầu tư và Phát triển Kinh Thành với số vốn điều lệ 389 tỷ đồng. Năm 2020, cổ phiếu công ty chính thức giao dịch trên Sở giao dịch Chứng khoán Hà Nội (HNX). Công ty hoạt động kinh doanh trong các lĩnh vực Dịch vụ phòng nghỉ; Dịch vụ Hội trường, hội nghị, nhà hàng; Dịch vụ tour du lịch. Một số những dự án bất động sản tiêu biểu THD đã và đang tham gia bao gồm: Dự án tổ hợp công trình thương mại - dịch vụ, khách sạn, văn phòng và khách sạn căn hộ Kim Liên (Đống Đa, Hà Nội); Dự án tổ hợp khu nghỉ dưỡng Enclave Phú Quốc.",Số 210 - Đường Trần Quang Khải - P. Tràng Tiền - Q. Hoàn Kiếm - Tp. Hà Nội,http://www.thaiholdings.com.vn/
THT,CTCP Than Hà Tu - Vinacomin,Khai khoáng,"CTCP Than Hà Tu - Vinacomin là đơn vị thuộc Tập đoàn Than Khoáng sản Việt Nam, hoạt động chính trong lĩnh vực khai thác và thu gom than cứng tại phường Hà Tu, TP. Hạ Long, tỉnh Quảng Ninh. Công ty thực hiện dây chuyền công nghệ khai thác lộ thiên, được tổ chức quản lý tập trung trong phạm vi khoáng sản được giao, quản lý khai thác và sử dụng các nguồn lực hoàn thành tốt nhiệm vụ của Tổng công ty giao.",Tổ 6 - Khu 3 - P.Hà Tu -Tp.Hạ Long - T.Quảng Ninh,http://www.hatucoal.vn
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Xây dựng và Bất động sản,"Ngày 8/8/2001, Công ty Cổ phần Tập đoàn Đầu tư Thăng Long (tiền thân là Công ty Cổ phần Văn hóa Thông tin Thăng Long) được thành lập bởi ông Nguyễn Phúc Long với số vốn điều lệ ban đầu là 700 triệu đồng. Năm 2010, cổ phiếu của Công ty được niêm yết và giao dịch trên sàn HNX. Công ty hoạt động chính trong các lĩnh vực Đầu tư, kinh doanh, tư vấn, môi giới, quản lý sàn giao dịch bất động sản; Tư vấn, thiết kế, khảo sát, giám sát, thi công xây lắp và quản lý dự án các công trình dân dụng, công nghiệp, giao thông; Đầu tư tài chính trực tiếp và ủy thác. Các công ty con của TIG đã thực hiện đăng ký độc quyền và đang sở hữu các bản quyền thương hiệu bất động sản và thươg hiệu công ty như: Hanoi ICT tower, Hanoi Financial Tower, Hanoi Business tower, King’s garden resort & villas, Cua Tung beach resort & villas, Vantri Ecoland, Thanglong Invest.",Tầng 8 - Tháp B - Tòa nhà Sông Đà - Đường Phạm Hùng - P. Mỹ Đình 1 - Q. Cầu Giấy - Tp. Hà Nội,http://thanglonginvestgroup.vn/
TNG,CTCP Đầu tư và Thương mại TNG,Sản xuất các sản phẩm may mặc,"Ngày 22/11/1979, Công ty Cổ phần Đầu tư và Thương mại TNG, tiền thân là Xí nghiệp May Bắc Thái, được thành lập. Công ty sản xuất và mua bán hàng may mặc; Sản xuất bao bì giấy, nhựa làm túi nilon, áo mưa nilon và nguyên, phụ liệu hàng may mặc; Mua bán máy móc thiết bị công nghiệp; Các hoạt động khác theo giấy phép kinh doanh. Là một trong các doanh nghiệp dệt may xuất khẩu lớn nhất Việt Nam, công ty sở hữu 10 chi nhánh may với 178 dây chuyền và 4 chi nhánh sản xuất hàng phụ trợ may mặc. Hàng năm, công ty sản xuất khoảng 12 triệu sản phẩm áo khoác và 9 triệu sản phẩm quần Chino. Sản phẩm của công ty được xuất khẩu chủ yếu tại Hoa Kỳ, EU, Canada và Mexico, chiếm khoảng 83% tổng kim ngạch xuất khẩu của công ty.",Số 434/1 đường Bắc Kạn - P. Hoàng Văn Thụ - Tp. Thái Nguyên - T. Thái Nguyên,http://www.tng.vn
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Bán buôn hàng lâu bền,"CTCP Thương mại và Dịch vụ Tiến Thành hoạt động trong lĩnh vực kinh doanh hàng thời trang và kinh doanh khoáng sản. Cụ thể, thương hiệu thời trang mang tên Valentino Creations đã được công ty phân phối tại các cửa hàng, trung tâm thương mại cao cấp trên toàn quốc như: Vincom, Lotte Center, Parkson Plaza… Công ty kinh doanh khoáng sản với các mặt hàng như quặng sắt, đồng, than các loại, đá quý... Bên cạnh đó, công ty mở rộng sang hoạt động kinh doanh bất động sản và định hướng đây là hoạt động cốt lõi trong tương lai. Hiện công ty sở hữu lô đất rộng 3,433 m2 tại khu đô thị mới Việt Hưng, Hà Nội và đã được UBND thành phố cấp giấy chứng nhận đầu tư để xây dựng.",Khu đô thị Việt Hưng - P. Đức Giang - Q. Long Biên - Hà Nội,http://tienthanhjsc.vn
TVC,CTCP Tập đoàn Quản lý Tài sản Trí Việt,Tài chính và bảo hiểm,"Tiền thân là CTCP thương mại phát triển Thúy Dương, thành lập ngày 20/12/2012 với VĐL ban đầu là 30 tỷ đồng. Năm 2014, cổ phiếu công ty niêm yết và giao dịch trên sàn HNX. Tập đoàn Trí Việt (T-Corp) là thương hiệu Quản lý Tài sản thịnh vượng với hệ sinh thái tài chính toàn diện, tiên phong và phát triển với 3 thành tố chính: Tài chính - Chứng Khoán - Bất động sản, bao gồm các công ty thành viên: Công ty Cổ phần Tập đoàn Quản lý tài sản Trí Việt (Mã chứng khoán: TVC); Công ty Cổ phần Chứng khoán Trí Việt; Công ty Cổ phần kinh doanh Bất động sản Trí Việt (T-Corp Homes). Ngoài Trụ sở chính tại Hà Nội, T-Corp đã mở thêm Hội sở tại Thành phố Hồ Chí Minh và Chi nhánh tại Thành phố Hải Phòng.",Số 142 Đội Cấn - P. Đội Cấn - Q. Ba Đình - TP. Hà Nội,http://tcorp.vn/
